input	lexicon	candidate	obs.prob	tab.prob	ABN	AFL	AFNL	AFLL
oe246_nak	oe_nak	oe_nak	.3	303	0	1	1	1
oe246_nak	oe_nak	oe_nek	.7	303	1	0	0	0
oi247_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi247_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE247_nak	oE_nak	oE_nak	.5	119	0	1	1	0
oE247_nak	oE_nak	oE_nek	.5	119	1	0	0	0
oe247_nak	oe_nak	oe_nak	.3	23	0	1	1	1
oe247_nak	oe_nak	oe_nek	.7	23	1	0	0	0
oi248_nak	oi_nak	oi_nak	.7	17	0	1	0	0
oi248_nak	oi_nak	oi_nek	.3	17	1	0	0	0
oE248_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE248_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe248_nak	oe_nak	oe_nak	.3	27	0	1	1	1
oe248_nak	oe_nak	oe_nek	.7	27	1	0	0	0
oi249_nak	oi_nak	oi_nak	.7	359	0	1	0	0
oi249_nak	oi_nak	oi_nek	.3	359	1	0	0	0
oE249_nak	oE_nak	oE_nak	.5	78	0	1	1	0
oE249_nak	oE_nak	oE_nek	.5	78	1	0	0	0
oe249_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe249_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi250_nak	oi_nak	oi_nak	.7	103	0	1	0	0
oi250_nak	oi_nak	oi_nek	.3	103	1	0	0	0
oE250_nak	oE_nak	oE_nak	.5	7	0	1	1	0
oE250_nak	oE_nak	oE_nek	.5	7	1	0	0	0
oe250_nak	oe_nak	oe_nak	.3	180	0	1	1	1
oe250_nak	oe_nak	oe_nek	.7	180	1	0	0	0
oi251_nak	oi_nak	oi_nak	.7	95	0	1	0	0
oi251_nak	oi_nak	oi_nek	.3	95	1	0	0	0
oE251_nak	oE_nak	oE_nak	.5	21	0	1	1	0
oE251_nak	oE_nak	oE_nek	.5	21	1	0	0	0
oe251_nak	oe_nak	oe_nak	.3	48	0	1	1	1
oe251_nak	oe_nak	oe_nek	.7	48	1	0	0	0
oi252_nak	oi_nak	oi_nak	.7	36	0	1	0	0
oi252_nak	oi_nak	oi_nek	.3	36	1	0	0	0
oE252_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE252_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe252_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe252_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi253_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi253_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE253_nak	oE_nak	oE_nak	.5	325	0	1	1	0
oE253_nak	oE_nak	oE_nek	.5	325	1	0	0	0
oe253_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe253_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi254_nak	oi_nak	oi_nak	.7	11	0	1	0	0
oi254_nak	oi_nak	oi_nek	.3	11	1	0	0	0
oE254_nak	oE_nak	oE_nak	.5	19	0	1	1	0
oE254_nak	oE_nak	oE_nek	.5	19	1	0	0	0
oe254_nak	oe_nak	oe_nak	.3	13	0	1	1	1
oe254_nak	oe_nak	oe_nek	.7	13	1	0	0	0
oi255_nak	oi_nak	oi_nak	.7	331	0	1	0	0
oi255_nak	oi_nak	oi_nek	.3	331	1	0	0	0
oE255_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE255_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe255_nak	oe_nak	oe_nak	.3	319	0	1	1	1
oe255_nak	oe_nak	oe_nek	.7	319	1	0	0	0
oi256_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi256_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE256_nak	oE_nak	oE_nak	.5	28	0	1	1	0
oE256_nak	oE_nak	oE_nek	.5	28	1	0	0	0
oe256_nak	oe_nak	oe_nak	.3	19	0	1	1	1
oe256_nak	oe_nak	oe_nek	.7	19	1	0	0	0
oi257_nak	oi_nak	oi_nak	.7	53	0	1	0	0
oi257_nak	oi_nak	oi_nek	.3	53	1	0	0	0
oE257_nak	oE_nak	oE_nak	.5	149	0	1	1	0
oE257_nak	oE_nak	oE_nek	.5	149	1	0	0	0
oe257_nak	oe_nak	oe_nak	.3	301	0	1	1	1
oe257_nak	oe_nak	oe_nek	.7	301	1	0	0	0
oi258_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi258_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE258_nak	oE_nak	oE_nak	.5	315	0	1	1	0
oE258_nak	oE_nak	oE_nek	.5	315	1	0	0	0
oe258_nak	oe_nak	oe_nak	.3	28	0	1	1	1
oe258_nak	oe_nak	oe_nek	.7	28	1	0	0	0
oi259_nak	oi_nak	oi_nak	.7	46	0	1	0	0
oi259_nak	oi_nak	oi_nek	.3	46	1	0	0	0
oE259_nak	oE_nak	oE_nak	.5	13	0	1	1	0
oE259_nak	oE_nak	oE_nek	.5	13	1	0	0	0
oe259_nak	oe_nak	oe_nak	.3	115	0	1	1	1
oe259_nak	oe_nak	oe_nek	.7	115	1	0	0	0
oi260_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi260_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE260_nak	oE_nak	oE_nak	.5	46	0	1	1	0
oE260_nak	oE_nak	oE_nek	.5	46	1	0	0	0
oe260_nak	oe_nak	oe_nak	.3	29	0	1	1	1
oe260_nak	oe_nak	oe_nek	.7	29	1	0	0	0
oi261_nak	oi_nak	oi_nak	.7	346	0	1	0	0
oi261_nak	oi_nak	oi_nek	.3	346	1	0	0	0
oE261_nak	oE_nak	oE_nak	.5	28	0	1	1	0
oE261_nak	oE_nak	oE_nek	.5	28	1	0	0	0
oe261_nak	oe_nak	oe_nak	.3	30	0	1	1	1
oe261_nak	oe_nak	oe_nek	.7	30	1	0	0	0
oi262_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi262_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE262_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE262_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe262_nak	oe_nak	oe_nak	.3	9	0	1	1	1
oe262_nak	oe_nak	oe_nek	.7	9	1	0	0	0
oi263_nak	oi_nak	oi_nak	.7	205	0	1	0	0
oi263_nak	oi_nak	oi_nek	.3	205	1	0	0	0
oE263_nak	oE_nak	oE_nak	.5	19	0	1	1	0
oE263_nak	oE_nak	oE_nek	.5	19	1	0	0	0
oe263_nak	oe_nak	oe_nak	.3	66	0	1	1	1
oe263_nak	oe_nak	oe_nek	.7	66	1	0	0	0
oi264_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi264_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE264_nak	oE_nak	oE_nak	.5	15	0	1	1	0
oE264_nak	oE_nak	oE_nek	.5	15	1	0	0	0
oe264_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe264_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi265_nak	oi_nak	oi_nak	.7	44	0	1	0	0
oi265_nak	oi_nak	oi_nek	.3	44	1	0	0	0
oE265_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE265_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe265_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe265_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi266_nak	oi_nak	oi_nak	.7	128	0	1	0	0
oi266_nak	oi_nak	oi_nek	.3	128	1	0	0	0
oE266_nak	oE_nak	oE_nak	.5	18	0	1	1	0
oE266_nak	oE_nak	oE_nek	.5	18	1	0	0	0
oe266_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe266_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi267_nak	oi_nak	oi_nak	.7	60	0	1	0	0
oi267_nak	oi_nak	oi_nek	.3	60	1	0	0	0
oE267_nak	oE_nak	oE_nak	.5	5	0	1	1	0
oE267_nak	oE_nak	oE_nek	.5	5	1	0	0	0
oe267_nak	oe_nak	oe_nak	.3	80	0	1	1	1
oe267_nak	oe_nak	oe_nek	.7	80	1	0	0	0
oi268_nak	oi_nak	oi_nak	.7	44	0	1	0	0
oi268_nak	oi_nak	oi_nek	.3	44	1	0	0	0
oE268_nak	oE_nak	oE_nak	.5	24	0	1	1	0
oE268_nak	oE_nak	oE_nek	.5	24	1	0	0	0
oe268_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe268_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi269_nak	oi_nak	oi_nak	.7	9	0	1	0	0
oi269_nak	oi_nak	oi_nek	.3	9	1	0	0	0
oE269_nak	oE_nak	oE_nak	.5	120	0	1	1	0
oE269_nak	oE_nak	oE_nek	.5	120	1	0	0	0
oe269_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe269_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi270_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi270_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE270_nak	oE_nak	oE_nak	.5	70	0	1	1	0
oE270_nak	oE_nak	oE_nek	.5	70	1	0	0	0
oe270_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe270_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi271_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi271_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE271_nak	oE_nak	oE_nak	.5	174	0	1	1	0
oE271_nak	oE_nak	oE_nek	.5	174	1	0	0	0
oe271_nak	oe_nak	oe_nak	.3	84	0	1	1	1
oe271_nak	oe_nak	oe_nek	.7	84	1	0	0	0
oi272_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi272_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE272_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE272_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe272_nak	oe_nak	oe_nak	.3	193	0	1	1	1
oe272_nak	oe_nak	oe_nek	.7	193	1	0	0	0
oi273_nak	oi_nak	oi_nak	.7	292	0	1	0	0
oi273_nak	oi_nak	oi_nek	.3	292	1	0	0	0
oE273_nak	oE_nak	oE_nak	.5	264	0	1	1	0
oE273_nak	oE_nak	oE_nek	.5	264	1	0	0	0
oe273_nak	oe_nak	oe_nak	.3	166	0	1	1	1
oe273_nak	oe_nak	oe_nek	.7	166	1	0	0	0
oi274_nak	oi_nak	oi_nak	.7	11	0	1	0	0
oi274_nak	oi_nak	oi_nek	.3	11	1	0	0	0
oE274_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE274_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe274_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe274_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi275_nak	oi_nak	oi_nak	.7	79	0	1	0	0
oi275_nak	oi_nak	oi_nek	.3	79	1	0	0	0
oE275_nak	oE_nak	oE_nak	.5	55	0	1	1	0
oE275_nak	oE_nak	oE_nek	.5	55	1	0	0	0
oe275_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe275_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi276_nak	oi_nak	oi_nak	.7	25	0	1	0	0
oi276_nak	oi_nak	oi_nek	.3	25	1	0	0	0
oE276_nak	oE_nak	oE_nak	.5	12	0	1	1	0
oE276_nak	oE_nak	oE_nek	.5	12	1	0	0	0
oe276_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe276_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi277_nak	oi_nak	oi_nak	.7	10	0	1	0	0
oi277_nak	oi_nak	oi_nek	.3	10	1	0	0	0
oE277_nak	oE_nak	oE_nak	.5	363	0	1	1	0
oE277_nak	oE_nak	oE_nek	.5	363	1	0	0	0
oe277_nak	oe_nak	oe_nak	.3	30	0	1	1	1
oe277_nak	oe_nak	oe_nek	.7	30	1	0	0	0
oi278_nak	oi_nak	oi_nak	.7	21	0	1	0	0
oi278_nak	oi_nak	oi_nek	.3	21	1	0	0	0
oE278_nak	oE_nak	oE_nak	.5	119	0	1	1	0
oE278_nak	oE_nak	oE_nek	.5	119	1	0	0	0
oe278_nak	oe_nak	oe_nak	.3	18	0	1	1	1
oe278_nak	oe_nak	oe_nek	.7	18	1	0	0	0
oi279_nak	oi_nak	oi_nak	.7	10	0	1	0	0
oi279_nak	oi_nak	oi_nek	.3	10	1	0	0	0
oE279_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE279_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe279_nak	oe_nak	oe_nak	.3	34	0	1	1	1
oe279_nak	oe_nak	oe_nek	.7	34	1	0	0	0
oi280_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi280_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE280_nak	oE_nak	oE_nak	.5	129	0	1	1	0
oE280_nak	oE_nak	oE_nek	.5	129	1	0	0	0
oe280_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe280_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi281_nak	oi_nak	oi_nak	.7	113	0	1	0	0
oi281_nak	oi_nak	oi_nek	.3	113	1	0	0	0
oE281_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE281_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe281_nak	oe_nak	oe_nak	.3	87	0	1	1	1
oe281_nak	oe_nak	oe_nek	.7	87	1	0	0	0
oi282_nak	oi_nak	oi_nak	.7	10	0	1	0	0
oi282_nak	oi_nak	oi_nek	.3	10	1	0	0	0
oE282_nak	oE_nak	oE_nak	.5	7	0	1	1	0
oE282_nak	oE_nak	oE_nek	.5	7	1	0	0	0
oe282_nak	oe_nak	oe_nak	.3	290	0	1	1	1
oe282_nak	oe_nak	oe_nek	.7	290	1	0	0	0
oi283_nak	oi_nak	oi_nak	.7	251	0	1	0	0
oi283_nak	oi_nak	oi_nek	.3	251	1	0	0	0
oE283_nak	oE_nak	oE_nak	.5	106	0	1	1	0
oE283_nak	oE_nak	oE_nek	.5	106	1	0	0	0
oe283_nak	oe_nak	oe_nak	.3	256	0	1	1	1
oe283_nak	oe_nak	oe_nek	.7	256	1	0	0	0
oi284_nak	oi_nak	oi_nak	.7	156	0	1	0	0
oi284_nak	oi_nak	oi_nek	.3	156	1	0	0	0
oE284_nak	oE_nak	oE_nak	.5	351	0	1	1	0
oE284_nak	oE_nak	oE_nek	.5	351	1	0	0	0
oe284_nak	oe_nak	oe_nak	.3	133	0	1	1	1
oe284_nak	oe_nak	oe_nek	.7	133	1	0	0	0
oi285_nak	oi_nak	oi_nak	.7	20	0	1	0	0
oi285_nak	oi_nak	oi_nek	.3	20	1	0	0	0
oE285_nak	oE_nak	oE_nak	.5	20	0	1	1	0
oE285_nak	oE_nak	oE_nek	.5	20	1	0	0	0
oe285_nak	oe_nak	oe_nak	.3	19	0	1	1	1
oe285_nak	oe_nak	oe_nek	.7	19	1	0	0	0
oi286_nak	oi_nak	oi_nak	.7	22	0	1	0	0
oi286_nak	oi_nak	oi_nek	.3	22	1	0	0	0
oE286_nak	oE_nak	oE_nak	.5	227	0	1	1	0
oE286_nak	oE_nak	oE_nek	.5	227	1	0	0	0
oe286_nak	oe_nak	oe_nak	.3	8	0	1	1	1
oe286_nak	oe_nak	oe_nek	.7	8	1	0	0	0
oi287_nak	oi_nak	oi_nak	.7	127	0	1	0	0
oi287_nak	oi_nak	oi_nek	.3	127	1	0	0	0
oE287_nak	oE_nak	oE_nak	.5	25	0	1	1	0
oE287_nak	oE_nak	oE_nek	.5	25	1	0	0	0
oe287_nak	oe_nak	oe_nak	.3	19	0	1	1	1
oe287_nak	oe_nak	oe_nek	.7	19	1	0	0	0
oi288_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi288_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE288_nak	oE_nak	oE_nak	.5	353	0	1	1	0
oE288_nak	oE_nak	oE_nek	.5	353	1	0	0	0
oe288_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe288_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi289_nak	oi_nak	oi_nak	.7	348	0	1	0	0
oi289_nak	oi_nak	oi_nek	.3	348	1	0	0	0
oE289_nak	oE_nak	oE_nak	.5	48	0	1	1	0
oE289_nak	oE_nak	oE_nek	.5	48	1	0	0	0
oe289_nak	oe_nak	oe_nak	.3	354	0	1	1	1
oe289_nak	oe_nak	oe_nek	.7	354	1	0	0	0
oi290_nak	oi_nak	oi_nak	.7	97	0	1	0	0
oi290_nak	oi_nak	oi_nek	.3	97	1	0	0	0
oE290_nak	oE_nak	oE_nak	.5	263	0	1	1	0
oE290_nak	oE_nak	oE_nek	.5	263	1	0	0	0
oe290_nak	oe_nak	oe_nak	.3	46	0	1	1	1
oe290_nak	oe_nak	oe_nek	.7	46	1	0	0	0
oi291_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi291_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE291_nak	oE_nak	oE_nak	.5	3	0	1	1	0
oE291_nak	oE_nak	oE_nek	.5	3	1	0	0	0
oe291_nak	oe_nak	oe_nak	.3	348	0	1	1	1
oe291_nak	oe_nak	oe_nek	.7	348	1	0	0	0
oi292_nak	oi_nak	oi_nak	.7	245	0	1	0	0
oi292_nak	oi_nak	oi_nek	.3	245	1	0	0	0
oE292_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE292_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe292_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe292_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi293_nak	oi_nak	oi_nak	.7	17	0	1	0	0
oi293_nak	oi_nak	oi_nek	.3	17	1	0	0	0
oE293_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE293_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe293_nak	oe_nak	oe_nak	.3	333	0	1	1	1
oe293_nak	oe_nak	oe_nek	.7	333	1	0	0	0
oi294_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi294_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE294_nak	oE_nak	oE_nak	.5	280	0	1	1	0
oE294_nak	oE_nak	oE_nek	.5	280	1	0	0	0
oe294_nak	oe_nak	oe_nak	.3	322	0	1	1	1
oe294_nak	oe_nak	oe_nek	.7	322	1	0	0	0
oi295_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi295_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE295_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE295_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe295_nak	oe_nak	oe_nak	.3	18	0	1	1	1
oe295_nak	oe_nak	oe_nek	.7	18	1	0	0	0
oi296_nak	oi_nak	oi_nak	.7	14	0	1	0	0
oi296_nak	oi_nak	oi_nek	.3	14	1	0	0	0
oE296_nak	oE_nak	oE_nak	.5	259	0	1	1	0
oE296_nak	oE_nak	oE_nek	.5	259	1	0	0	0
oe296_nak	oe_nak	oe_nak	.3	132	0	1	1	1
oe296_nak	oe_nak	oe_nek	.7	132	1	0	0	0
oi297_nak	oi_nak	oi_nak	.7	179	0	1	0	0
oi297_nak	oi_nak	oi_nek	.3	179	1	0	0	0
oE297_nak	oE_nak	oE_nak	.5	143	0	1	1	0
oE297_nak	oE_nak	oE_nek	.5	143	1	0	0	0
oe297_nak	oe_nak	oe_nak	.3	92	0	1	1	1
oe297_nak	oe_nak	oe_nek	.7	92	1	0	0	0
oi298_nak	oi_nak	oi_nak	.7	332	0	1	0	0
oi298_nak	oi_nak	oi_nek	.3	332	1	0	0	0
oE298_nak	oE_nak	oE_nak	.5	71	0	1	1	0
oE298_nak	oE_nak	oE_nek	.5	71	1	0	0	0
oe298_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe298_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi299_nak	oi_nak	oi_nak	.7	31	0	1	0	0
oi299_nak	oi_nak	oi_nek	.3	31	1	0	0	0
oE299_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE299_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe299_nak	oe_nak	oe_nak	.3	15	0	1	1	1
oe299_nak	oe_nak	oe_nek	.7	15	1	0	0	0
oi300_nak	oi_nak	oi_nak	.7	76	0	1	0	0
oi300_nak	oi_nak	oi_nek	.3	76	1	0	0	0
oE300_nak	oE_nak	oE_nak	.5	5	0	1	1	0
oE300_nak	oE_nak	oE_nek	.5	5	1	0	0	0
oe300_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe300_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi301_nak	oi_nak	oi_nak	.7	23	0	1	0	0
oi301_nak	oi_nak	oi_nek	.3	23	1	0	0	0
oE301_nak	oE_nak	oE_nak	.5	26	0	1	1	0
oE301_nak	oE_nak	oE_nek	.5	26	1	0	0	0
oe301_nak	oe_nak	oe_nak	.3	38	0	1	1	1
oe301_nak	oe_nak	oe_nek	.7	38	1	0	0	0
oi302_nak	oi_nak	oi_nak	.7	6	0	1	0	0
oi302_nak	oi_nak	oi_nek	.3	6	1	0	0	0
oE302_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE302_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe302_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe302_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi303_nak	oi_nak	oi_nak	.7	73	0	1	0	0
oi303_nak	oi_nak	oi_nek	.3	73	1	0	0	0
oE303_nak	oE_nak	oE_nak	.5	24	0	1	1	0
oE303_nak	oE_nak	oE_nek	.5	24	1	0	0	0
oe303_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe303_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi304_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi304_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE304_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE304_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe304_nak	oe_nak	oe_nak	.3	296	0	1	1	1
oe304_nak	oe_nak	oe_nek	.7	296	1	0	0	0
oi305_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi305_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE305_nak	oE_nak	oE_nak	.5	63	0	1	1	0
oE305_nak	oE_nak	oE_nek	.5	63	1	0	0	0
oe305_nak	oe_nak	oe_nak	.3	8	0	1	1	1
oe305_nak	oe_nak	oe_nek	.7	8	1	0	0	0
oi306_nak	oi_nak	oi_nak	.7	129	0	1	0	0
oi306_nak	oi_nak	oi_nek	.3	129	1	0	0	0
oE306_nak	oE_nak	oE_nak	.5	162	0	1	1	0
oE306_nak	oE_nak	oE_nek	.5	162	1	0	0	0
oe306_nak	oe_nak	oe_nak	.3	16	0	1	1	1
oe306_nak	oe_nak	oe_nek	.7	16	1	0	0	0
oi307_nak	oi_nak	oi_nak	.7	12	0	1	0	0
oi307_nak	oi_nak	oi_nek	.3	12	1	0	0	0
oE307_nak	oE_nak	oE_nak	.5	92	0	1	1	0
oE307_nak	oE_nak	oE_nek	.5	92	1	0	0	0
oe307_nak	oe_nak	oe_nak	.3	5	0	1	1	1
oe307_nak	oe_nak	oe_nek	.7	5	1	0	0	0
oi308_nak	oi_nak	oi_nak	.7	47	0	1	0	0
oi308_nak	oi_nak	oi_nek	.3	47	1	0	0	0
oE308_nak	oE_nak	oE_nak	.5	12	0	1	1	0
oE308_nak	oE_nak	oE_nek	.5	12	1	0	0	0
oe308_nak	oe_nak	oe_nak	.3	47	0	1	1	1
oe308_nak	oe_nak	oe_nek	.7	47	1	0	0	0
oi309_nak	oi_nak	oi_nak	.7	139	0	1	0	0
oi309_nak	oi_nak	oi_nek	.3	139	1	0	0	0
oE309_nak	oE_nak	oE_nak	.5	273	0	1	1	0
oE309_nak	oE_nak	oE_nek	.5	273	1	0	0	0
oe309_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe309_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi310_nak	oi_nak	oi_nak	.7	20	0	1	0	0
oi310_nak	oi_nak	oi_nek	.3	20	1	0	0	0
oE310_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE310_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe310_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe310_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi311_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi311_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE311_nak	oE_nak	oE_nak	.5	108	0	1	1	0
oE311_nak	oE_nak	oE_nek	.5	108	1	0	0	0
oe311_nak	oe_nak	oe_nak	.3	32	0	1	1	1
oe311_nak	oe_nak	oe_nek	.7	32	1	0	0	0
oi312_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi312_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE312_nak	oE_nak	oE_nak	.5	245	0	1	1	0
oE312_nak	oE_nak	oE_nek	.5	245	1	0	0	0
oe312_nak	oe_nak	oe_nak	.3	125	0	1	1	1
oe312_nak	oe_nak	oe_nek	.7	125	1	0	0	0
oi313_nak	oi_nak	oi_nak	.7	62	0	1	0	0
oi313_nak	oi_nak	oi_nek	.3	62	1	0	0	0
oE313_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE313_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe313_nak	oe_nak	oe_nak	.3	26	0	1	1	1
oe313_nak	oe_nak	oe_nek	.7	26	1	0	0	0
oi314_nak	oi_nak	oi_nak	.7	28	0	1	0	0
oi314_nak	oi_nak	oi_nek	.3	28	1	0	0	0
oE314_nak	oE_nak	oE_nak	.5	17	0	1	1	0
oE314_nak	oE_nak	oE_nek	.5	17	1	0	0	0
oe314_nak	oe_nak	oe_nak	.3	317	0	1	1	1
oe314_nak	oe_nak	oe_nek	.7	317	1	0	0	0
oi315_nak	oi_nak	oi_nak	.7	42	0	1	0	0
oi315_nak	oi_nak	oi_nek	.3	42	1	0	0	0
oE315_nak	oE_nak	oE_nak	.5	259	0	1	1	0
oE315_nak	oE_nak	oE_nek	.5	259	1	0	0	0
oe315_nak	oe_nak	oe_nak	.3	31	0	1	1	1
oe315_nak	oe_nak	oe_nek	.7	31	1	0	0	0
oi316_nak	oi_nak	oi_nak	.7	89	0	1	0	0
oi316_nak	oi_nak	oi_nek	.3	89	1	0	0	0
oE316_nak	oE_nak	oE_nak	.5	17	0	1	1	0
oE316_nak	oE_nak	oE_nek	.5	17	1	0	0	0
oe316_nak	oe_nak	oe_nak	.3	34	0	1	1	1
oe316_nak	oe_nak	oe_nek	.7	34	1	0	0	0
oi317_nak	oi_nak	oi_nak	.7	9	0	1	0	0
oi317_nak	oi_nak	oi_nek	.3	9	1	0	0	0
oE317_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE317_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe317_nak	oe_nak	oe_nak	.3	50	0	1	1	1
oe317_nak	oe_nak	oe_nek	.7	50	1	0	0	0
oi318_nak	oi_nak	oi_nak	.7	56	0	1	0	0
oi318_nak	oi_nak	oi_nek	.3	56	1	0	0	0
oE318_nak	oE_nak	oE_nak	.5	15	0	1	1	0
oE318_nak	oE_nak	oE_nek	.5	15	1	0	0	0
oe318_nak	oe_nak	oe_nak	.3	9	0	1	1	1
oe318_nak	oe_nak	oe_nek	.7	9	1	0	0	0
oi319_nak	oi_nak	oi_nak	.7	297	0	1	0	0
oi319_nak	oi_nak	oi_nek	.3	297	1	0	0	0
